time,longitude,latitude,altitude (ft)
2020/10/23 20:04:02+00,-78.811471,42.99096,180.198868
2020/10/23 20:04:03+00,-78.811458,42.990958,180.196793
2020/10/23 20:04:04+00,-78.811444,42.990956,180.194626
2020/10/23 20:04:05+00,-78.811431,42.990954,180.192444
2020/10/23 20:04:06+00,-78.811417,42.990952,180.190384
2020/10/23 20:04:07+00,-78.811403,42.99095,180.188477
2020/10/23 20:04:08+00,-78.811389,42.990949,180.186813
2020/10/23 20:04:09+00,-78.811374,42.990947,180.18541
2020/10/23 20:04:10+00,-78.81136,42.990946,180.18425
2020/10/23 20:04:11+00,-78.811345,42.990946,180.183334
2020/10/23 20:04:12+00,-78.81133,42.990945,180.182693
2020/10/23 20:04:13+00,-78.811315,42.990945,180.182327
2020/10/23 20:04:14+00,-78.811299,42.990945,180.182281
2020/10/23 20:04:15+00,-78.811284,42.990945,180.182678
2020/10/23 20:04:16+00,-78.811268,42.990946,180.183609
2020/10/23 20:04:17+00,-78.811253,42.990946,180.185196
2020/10/23 20:04:18+00,-78.811237,42.990947,180.187607
2020/10/23 20:04:19+00,-78.811221,42.990948,180.190994
2020/10/23 20:04:20+00,-78.811204,42.990949,180.195511
2020/10/23 20:04:21+00,-78.811188,42.990951,180.201324
2020/10/23 20:04:22+00,-78.811172,42.990952,180.208633
2020/10/23 20:04:23+00,-78.811155,42.990954,180.21759
2020/10/23 20:04:24+00,-78.811139,42.990955,180.228333
2020/10/23 20:04:25+00,-78.811122,42.990957,180.240967
2020/10/23 20:04:26+00,-78.811106,42.990959,180.255554
2020/10/23 20:04:27+00,-78.811089,42.990961,180.272095
2020/10/23 20:04:28+00,-78.811073,42.990962,180.290466
2020/10/23 20:04:29+00,-78.811056,42.990964,180.310532
2020/10/23 20:04:30+00,-78.81104,42.990965,180.332062
2020/10/23 20:04:31+00,-78.811024,42.990967,180.354813
2020/10/23 20:04:32+00,-78.811007,42.990968,180.378494
2020/10/23 20:04:33+00,-78.810991,42.99097,180.402817
2020/10/23 20:04:34+00,-78.810976,42.990971,180.42749
2020/10/23 20:04:35+00,-78.81096,42.990972,180.452209
2020/10/23 20:04:36+00,-78.810944,42.990973,180.476654
2020/10/23 20:04:37+00,-78.810929,42.990974,180.500549
2020/10/23 20:04:38+00,-78.810913,42.990975,180.52359
2020/10/23 20:04:39+00,-78.810897,42.990976,180.545532
2020/10/23 20:04:40+00,-78.810882,42.990976,180.566177
2020/10/23 20:04:41+00,-78.810866,42.990977,180.585312
2020/10/23 20:04:42+00,-78.81085,42.990977,180.602798
2020/10/23 20:04:43+00,-78.810834,42.990977,180.618515
2020/10/23 20:04:44+00,-78.810817,42.990977,180.632416
2020/10/23 20:04:45+00,-78.8108,42.990977,180.644516
2020/10/23 20:04:46+00,-78.810783,42.990976,180.654938
2020/10/23 20:04:47+00,-78.810765,42.990976,180.663864
2020/10/23 20:04:48+00,-78.810747,42.990975,180.671509
2020/10/23 20:04:49+00,-78.810729,42.990974,180.678177
2020/10/23 20:04:50+00,-78.81071,42.990973,180.684174
2020/10/23 20:04:51+00,-78.810691,42.990972,180.689819
2020/10/23 20:04:52+00,-78.810672,42.990971,180.695496
2020/10/23 20:04:53+00,-78.810653,42.990969,180.701614
2020/10/23 20:04:54+00,-78.810633,42.990968,180.708542
2020/10/23 20:04:55+00,-78.810614,42.990967,180.716629
2020/10/23 20:04:56+00,-78.810594,42.990966,180.726166
2020/10/23 20:04:57+00,-78.810574,42.990965,180.737396
2020/10/23 20:04:58+00,-78.810555,42.990963,180.750473
2020/10/23 20:04:59+00,-78.810535,42.990962,180.765488
2020/10/23 20:05:00+00,-78.810516,42.990961,180.782516
2020/10/23 20:05:01+00,-78.810497,42.99096,180.801498
2020/10/23 20:05:02+00,-78.810478,42.990959,180.822342
2020/10/23 20:05:03+00,-78.810459,42.990958,180.844864
2020/10/23 20:05:04+00,-78.810441,42.990957,180.868866
2020/10/23 20:05:05+00,-78.810422,42.990956,180.894089
2020/10/23 20:05:06+00,-78.810404,42.990955,180.920212
2020/10/23 20:05:07+00,-78.810386,42.990954,180.946899
2020/10/23 20:05:08+00,-78.810368,42.990954,180.97377
2020/10/23 20:05:09+00,-78.810351,42.990953,181.000397
2020/10/23 20:05:10+00,-78.810333,42.990952,181.026367
2020/10/23 20:05:11+00,-78.810316,42.990952,181.0513
2020/10/23 20:05:12+00,-78.810298,42.990951,181.07486
2020/10/23 20:05:13+00,-78.810281,42.990951,181.096756
2020/10/23 20:05:14+00,-78.810264,42.99095,181.116806
2020/10/23 20:05:15+00,-78.810247,42.99095,181.134842
2020/10/23 20:05:16+00,-78.81023,42.990949,181.150818
2020/10/23 20:05:17+00,-78.810214,42.990949,181.164703
2020/10/23 20:05:18+00,-78.810197,42.990949,181.176544
2020/10/23 20:05:19+00,-78.81018,42.990949,181.186447
2020/10/23 20:05:20+00,-78.810164,42.990948,181.194519
2020/10/23 20:05:21+00,-78.810147,42.990948,181.200897
2020/10/23 20:05:22+00,-78.810131,42.990948,181.20575
2020/10/23 20:05:23+00,-78.810115,42.990948,181.209198
2020/10/23 20:05:24+00,-78.810099,42.990948,181.211411
2020/10/23 20:05:25+00,-78.810083,42.990948,181.21254
2020/10/23 20:05:26+00,-78.810067,42.990949,181.212738
2020/10/23 20:05:27+00,-78.810052,42.990949,181.212204
2020/10/23 20:05:28+00,-78.810036,42.990949,181.21106
2020/10/23 20:05:29+00,-78.81002,42.99095,181.209488
2020/10/23 20:05:30+00,-78.810005,42.990951,181.207611
2020/10/23 20:05:31+00,-78.809989,42.990951,181.205582
2020/10/23 20:05:32+00,-78.809973,42.990952,181.203476
2020/10/23 20:05:33+00,-78.809957,42.990952,181.201431
2020/10/23 20:05:34+00,-78.809941,42.990952,181.199539
2020/10/23 20:05:35+00,-78.809924,42.990953,181.197891
2020/10/23 20:05:36+00,-78.809907,42.990953,181.196579
2020/10/23 20:05:37+00,-78.80989,42.990953,181.195663
2020/10/23 20:05:38+00,-78.809872,42.990952,181.195221
2020/10/23 20:05:39+00,-78.809854,42.990952,181.195251
2020/10/23 20:05:40+00,-78.809836,42.990952,181.195724
2020/10/23 20:05:41+00,-78.809818,42.990951,181.196579
2020/10/23 20:05:42+00,-78.809799,42.99095,181.197723
2020/10/23 20:05:43+00,-78.80978,42.990949,181.199051
2020/10/23 20:05:44+00,-78.809761,42.990948,181.20047
2020/10/23 20:05:45+00,-78.809742,42.990947,181.201843
2020/10/23 20:05:46+00,-78.809723,42.990946,181.203094
2020/10/23 20:05:47+00,-78.809704,42.990945,181.204117
2020/10/23 20:05:48+00,-78.809685,42.990944,181.20488
2020/10/23 20:05:49+00,-78.809666,42.990943,181.205322
2020/10/23 20:05:50+00,-78.809648,42.990942,181.205414
2020/10/23 20:05:51+00,-78.80963,42.990941,181.20517
2020/10/23 20:05:52+00,-78.809612,42.99094,181.20462
2020/10/23 20:05:53+00,-78.809594,42.990939,181.203796
2020/10/23 20:05:54+00,-78.809577,42.990938,181.202774
2020/10/23 20:05:55+00,-78.809559,42.990937,181.20163
2020/10/23 20:05:56+00,-78.809542,42.990936,181.200424
2020/10/23 20:05:57+00,-78.809525,42.990936,181.199234
2020/10/23 20:05:58+00,-78.809507,42.990935,181.198151
2020/10/23 20:05:59+00,-78.80949,42.990934,181.197189
2020/10/23 20:06:00+00,-78.809472,42.990933,181.196396
2020/10/23 20:06:01+00,-78.809455,42.990932,181.195786
2020/10/23 20:06:02+00,-78.809437,42.990932,181.195343
2020/10/23 20:06:03+00,-78.809419,42.990931,181.195068
2020/10/23 20:06:04+00,-78.809401,42.99093,181.194916
2020/10/23 20:06:05+00,-78.809383,42.990929,181.194901
2020/10/23 20:06:06+00,-78.809365,42.990928,181.195007
2020/10/23 20:06:07+00,-78.809346,42.990928,181.195251
2020/10/23 20:06:08+00,-78.809328,42.990927,181.195648
2020/10/23 20:06:09+00,-78.80931,42.990927,181.196198
2020/10/23 20:06:10+00,-78.809291,42.990926,181.196884
2020/10/23 20:06:11+00,-78.809272,42.990926,181.197678
2020/10/23 20:06:12+00,-78.809254,42.990926,181.198517
2020/10/23 20:06:13+00,-78.809235,42.990925,181.199356
2020/10/23 20:06:14+00,-78.809216,42.990925,181.20015
2020/10/23 20:06:15+00,-78.809197,42.990924,181.200882
2020/10/23 20:06:16+00,-78.809179,42.990924,181.201492
2020/10/23 20:06:17+00,-78.80916,42.990923,181.20195
2020/10/23 20:06:18+00,-78.809142,42.990922,181.20224
2020/10/23 20:06:19+00,-78.809124,42.990921,181.202316
2020/10/23 20:06:20+00,-78.809106,42.99092,181.202194
2020/10/23 20:06:21+00,-78.809088,42.99092,181.201874
2020/10/23 20:06:22+00,-78.80907,42.990919,181.201385
2020/10/23 20:06:23+00,-78.809052,42.990918,181.20076
2020/10/23 20:06:24+00,-78.809035,42.990918,181.200043
2020/10/23 20:06:25+00,-78.809017,42.990917,181.19931
2020/10/23 20:06:26+00,-78.809,42.990917,181.198593
2020/10/23 20:06:27+00,-78.808983,42.990917,181.197983
2020/10/23 20:06:28+00,-78.808966,42.990917,181.19754
2020/10/23 20:06:29+00,-78.808949,42.990917,181.197342
2020/10/23 20:06:30+00,-78.808931,42.990917,181.197418
2020/10/23 20:06:31+00,-78.808914,42.990917,181.197739
2020/10/23 20:06:32+00,-78.808897,42.990916,181.198257
2020/10/23 20:06:33+00,-78.80888,42.990916,181.198944
2020/10/23 20:06:34+00,-78.808862,42.990916,181.199677
2020/10/23 20:06:35+00,-78.808845,42.990916,181.200409
2020/10/23 20:06:36+00,-78.808828,42.990916,181.201035
2020/10/23 20:06:37+00,-78.808811,42.990916,181.201508
2020/10/23 20:06:38+00,-78.808795,42.990916,181.201797
2020/10/23 20:06:39+00,-78.808778,42.990915,181.20192
2020/10/23 20:06:40+00,-78.808762,42.990915,181.201843
2020/10/23 20:06:41+00,-78.808746,42.990915,181.201599
2020/10/23 20:06:42+00,-78.80873,42.990914,181.201202
2020/10/23 20:06:43+00,-78.808714,42.990914,181.200668
2020/10/23 20:06:44+00,-78.808698,42.990914,181.200043
2020/10/23 20:06:45+00,-78.808682,42.990914,181.199341
2020/10/23 20:06:46+00,-78.808667,42.990914,181.198593
2020/10/23 20:06:47+00,-78.808652,42.990915,181.197845
2020/10/23 20:06:48+00,-78.808636,42.990915,181.197098
2020/10/23 20:06:49+00,-78.808621,42.990916,181.19635
2020/10/23 20:06:50+00,-78.808606,42.990917,181.195572
2020/10/23 20:06:51+00,-78.808591,42.990918,181.194748
2020/10/23 20:06:52+00,-78.808577,42.990919,181.193832
2020/10/23 20:06:53+00,-78.808562,42.990921,181.192825
2020/10/23 20:06:54+00,-78.808547,42.990922,181.191742
2020/10/23 20:06:55+00,-78.808533,42.990924,181.190613
2020/10/23 20:06:56+00,-78.808518,42.990925,181.189529
2020/10/23 20:06:57+00,-78.808504,42.990927,181.188629
2020/10/23 20:06:58+00,-78.808489,42.990928,181.188095
2020/10/23 20:06:59+00,-78.808475,42.99093,181.18808
2020/10/23 20:07:00+00,-78.80846,42.990931,181.188766
2020/10/23 20:07:01+00,-78.808445,42.990932,181.190338
2020/10/23 20:07:02+00,-78.80843,42.990934,181.192917
2020/10/23 20:07:03+00,-78.808414,42.990935,181.196625
2020/10/23 20:07:04+00,-78.808398,42.990936,181.20163
2020/10/23 20:07:05+00,-78.808382,42.990936,181.208069
2020/10/23 20:07:06+00,-78.808366,42.990937,181.21608
2020/10/23 20:07:07+00,-78.80835,42.990938,181.225769
2020/10/23 20:07:08+00,-78.808333,42.990939,181.237198
2020/10/23 20:07:09+00,-78.808316,42.990939,181.250381
2020/10/23 20:07:10+00,-78.808299,42.99094,181.265244
2020/10/23 20:07:11+00,-78.808282,42.99094,181.281662
2020/10/23 20:07:12+00,-78.808264,42.990941,181.299438
2020/10/23 20:07:13+00,-78.808247,42.990942,181.318375
2020/10/23 20:07:14+00,-78.80823,42.990942,181.338211
2020/10/23 20:07:15+00,-78.808212,42.990943,181.358749
2020/10/23 20:07:16+00,-78.808195,42.990944,181.379776
2020/10/23 20:07:17+00,-78.808177,42.990944,181.401123
2020/10/23 20:07:18+00,-78.808159,42.990945,181.422592
2020/10/23 20:07:19+00,-78.808141,42.990945,181.44397
2020/10/23 20:07:20+00,-78.808123,42.990946,181.464996
2020/10/23 20:07:21+00,-78.808105,42.990946,181.485397
2020/10/23 20:07:22+00,-78.808086,42.990946,181.504868
2020/10/23 20:07:23+00,-78.808067,42.990946,181.523132
2020/10/23 20:07:24+00,-78.808048,42.990946,181.539886
2020/10/23 20:07:25+00,-78.808029,42.990946,181.554825
2020/10/23 20:07:26+00,-78.80801,42.990946,181.567749
2020/10/23 20:07:27+00,-78.807991,42.990945,181.578445
2020/10/23 20:07:28+00,-78.807972,42.990945,181.586823
2020/10/23 20:07:29+00,-78.807953,42.990944,181.592789
2020/10/23 20:07:30+00,-78.807934,42.990943,181.596252
2020/10/23 20:07:31+00,-78.807914,42.990942,181.597214
2020/10/23 20:07:32+00,-78.807895,42.990941,181.595657
2020/10/23 20:07:33+00,-78.807876,42.99094,181.591614
2020/10/23 20:07:34+00,-78.807857,42.990938,181.585114
2020/10/23 20:07:35+00,-78.807838,42.990937,181.576263
2020/10/23 20:07:36+00,-78.807819,42.990935,181.565155
2020/10/23 20:07:37+00,-78.8078,42.990933,181.551956
2020/10/23 20:07:38+00,-78.807781,42.990931,181.536835
2020/10/23 20:07:39+00,-78.807762,42.990929,181.520004
2020/10/23 20:07:40+00,-78.807743,42.990927,181.501694
2020/10/23 20:07:41+00,-78.807724,42.990925,181.482208
2020/10/23 20:07:42+00,-78.807705,42.990923,181.461807
2020/10/23 20:07:43+00,-78.807687,42.990921,181.440811
2020/10/23 20:07:44+00,-78.807668,42.99092,181.419525
2020/10/23 20:07:45+00,-78.807649,42.990919,181.398239
2020/10/23 20:07:46+00,-78.807631,42.990917,181.377243
2020/10/23 20:07:47+00,-78.807613,42.990916,181.356781
2020/10/23 20:07:48+00,-78.807595,42.990915,181.337067
2020/10/23 20:07:49+00,-78.807577,42.990915,181.318283
2020/10/23 20:07:50+00,-78.807559,42.990914,181.300568
2020/10/23 20:07:51+00,-78.807541,42.990914,181.284088
2020/10/23 20:07:52+00,-78.807524,42.990913,181.268936
2020/10/23 20:07:53+00,-78.807506,42.990913,181.255173
2020/10/23 20:07:54+00,-78.807489,42.990913,181.242859
2020/10/23 20:07:55+00,-78.807472,42.990912,181.232025
2020/10/23 20:07:56+00,-78.807454,42.990912,181.222626
2020/10/23 20:07:57+00,-78.807437,42.990912,181.2146
2020/10/23 20:07:58+00,-78.80742,42.990912,181.20787
2020/10/23 20:07:59+00,-78.807403,42.990912,181.202332
2020/10/23 20:08:00+00,-78.807386,42.990912,181.197876
2020/10/23 20:08:01+00,-78.807369,42.990912,181.194412
2020/10/23 20:08:02+00,-78.807352,42.990912,181.191803
2020/10/23 20:08:03+00,-78.807334,42.990912,181.189926
2020/10/23 20:08:04+00,-78.807317,42.990913,181.18866
2020/10/23 20:08:05+00,-78.8073,42.990913,181.187927
2020/10/23 20:08:06+00,-78.807282,42.990913,181.187622
2020/10/23 20:08:07+00,-78.807265,42.990913,181.187683
2020/10/23 20:08:08+00,-78.807247,42.990914,181.188004
2020/10/23 20:08:09+00,-78.807229,42.990914,181.188507
2020/10/23 20:08:10+00,-78.807211,42.990914,181.189163
2020/10/23 20:08:11+00,-78.807193,42.990914,181.189911
2020/10/23 20:08:12+00,-78.807175,42.990915,181.19075
2020/10/23 20:08:13+00,-78.807157,42.990915,181.191666
2020/10/23 20:08:14+00,-78.807139,42.990915,181.192642
2020/10/23 20:08:15+00,-78.80712,42.990914,181.19368
2020/10/23 20:08:16+00,-78.807101,42.990914,181.194717
2020/10/23 20:08:18+00,-78.807082,42.990914,181.195709
2020/10/23 20:08:19+00,-78.807064,42.990914,181.196625
2020/10/23 20:08:20+00,-78.807045,42.990913,181.197433
2020/10/23 20:08:21+00,-78.807026,42.990913,181.198105
2020/10/23 20:08:22+00,-78.807007,42.990912,181.198624
2020/10/23 20:08:23+00,-78.806989,42.990912,181.198975
2020/10/23 20:08:24+00,-78.80697,42.990911,181.199188
2020/10/23 20:08:25+00,-78.806952,42.990911,181.199265
2020/10/23 20:08:26+00,-78.806933,42.99091,181.199203
2020/10/23 20:08:27+00,-78.806915,42.990909,181.199036
2020/10/23 20:08:28+00,-78.806897,42.990909,181.198761
2020/10/23 20:08:29+00,-78.806879,42.990908,181.198441
2020/10/23 20:08:30+00,-78.806861,42.990907,181.198151
2020/10/23 20:08:31+00,-78.806843,42.990906,181.197983
2020/10/23 20:08:32+00,-78.806826,42.990905,181.198029
2020/10/23 20:08:33+00,-78.806808,42.990904,181.19838
2020/10/23 20:08:34+00,-78.80679,42.990903,181.199173
2020/10/23 20:08:35+00,-78.806773,42.990902,181.200485
2020/10/23 20:08:36+00,-78.806755,42.990901,181.202408
2020/10/23 20:08:37+00,-78.806737,42.9909,181.205032
2020/10/23 20:08:38+00,-78.80672,42.990899,181.208405
2020/10/23 20:08:39+00,-78.806702,42.990898,181.21257
2020/10/23 20:08:40+00,-78.806684,42.990897,181.217529
2020/10/23 20:08:41+00,-78.806667,42.990897,181.223267
2020/10/23 20:08:42+00,-78.806649,42.990896,181.229767
2020/10/23 20:08:43+00,-78.806631,42.990895,181.236954
2020/10/23 20:08:44+00,-78.806614,42.990895,181.244751
2020/10/23 20:08:45+00,-78.806596,42.990894,181.253036
2020/10/23 20:08:46+00,-78.806578,42.990894,181.261703
2020/10/23 20:08:47+00,-78.806561,42.990893,181.270615
2020/10/23 20:08:48+00,-78.806543,42.990893,181.279633
2020/10/23 20:08:49+00,-78.806525,42.990892,181.288635
2020/10/23 20:08:50+00,-78.806507,42.990891,181.297455
2020/10/23 20:08:51+00,-78.806489,42.990891,181.305939
2020/10/23 20:08:52+00,-78.806471,42.99089,181.313904
2020/10/23 20:08:53+00,-78.806452,42.990889,181.321152
2020/10/23 20:08:54+00,-78.806434,42.990887,181.327499
2020/10/23 20:08:55+00,-78.806416,42.990886,181.332748
2020/10/23 20:08:56+00,-78.806397,42.990885,181.336731
2020/10/23 20:08:57+00,-78.806379,42.990883,181.339294
2020/10/23 20:08:58+00,-78.806361,42.990881,181.340393
2020/10/23 20:08:59+00,-78.806343,42.990879,181.340103
2020/10/23 20:09:00+00,-78.806325,42.990877,181.338562
2020/10/23 20:09:01+00,-78.806308,42.990876,181.336044
2020/10/23 20:09:02+00,-78.806291,42.990874,181.332855
2020/10/23 20:09:03+00,-78.806274,42.990872,181.329391
2020/10/23 20:09:04+00,-78.806257,42.99087,181.32608
2020/10/23 20:09:05+00,-78.806241,42.990868,181.323364
2020/10/23 20:09:06+00,-78.806224,42.990867,181.321686
2020/10/23 20:09:07+00,-78.806208,42.990865,181.321457
2020/10/23 20:09:08+00,-78.806192,42.990864,181.323059
2020/10/23 20:09:09+00,-78.806176,42.990863,181.326874
2020/10/23 20:09:10+00,-78.806161,42.990862,181.333221
2020/10/23 20:09:11+00,-78.806145,42.990861,181.342407
2020/10/23 20:09:12+00,-78.80613,42.99086,181.354691
2020/10/23 20:09:13+00,-78.806115,42.99086,181.370331
2020/10/23 20:09:14+00,-78.8061,42.990859,181.38942
2020/10/23 20:09:15+00,-78.806085,42.990859,181.412033
2020/10/23 20:09:16+00,-78.806071,42.990859,181.438095
2020/10/23 20:09:17+00,-78.806056,42.990859,181.467468
2020/10/23 20:09:18+00,-78.806042,42.99086,181.499954
2020/10/23 20:09:19+00,-78.806028,42.990861,181.535278
2020/10/23 20:09:20+00,-78.806014,42.990861,181.573135
2020/10/23 20:09:21+00,-78.806,42.990862,181.613098
2020/10/23 20:09:22+00,-78.805986,42.990863,181.654724
2020/10/23 20:09:23+00,-78.805972,42.990864,181.697495
2020/10/23 20:09:24+00,-78.805958,42.990864,181.740829
2020/10/23 20:09:25+00,-78.805943,42.990865,181.78418
2020/10/23 20:09:26+00,-78.805929,42.990865,181.827026
2020/10/23 20:09:27+00,-78.805914,42.990865,181.868866
2020/10/23 20:09:28+00,-78.805899,42.990864,181.909241
2020/10/23 20:09:29+00,-78.805884,42.990863,181.947754
2020/10/23 20:09:30+00,-78.805869,42.990862,181.984024
2020/10/23 20:09:31+00,-78.805853,42.990861,182.0177
2020/10/23 20:09:32+00,-78.805837,42.990858,182.048477
2020/10/23 20:09:33+00,-78.805821,42.990856,182.076111
2020/10/23 20:09:34+00,-78.805805,42.990853,182.100357
2020/10/23 20:09:35+00,-78.805788,42.990851,182.12114
2020/10/23 20:09:36+00,-78.805772,42.990848,182.138428
2020/10/23 20:09:37+00,-78.805755,42.990844,182.152344
2020/10/23 20:09:38+00,-78.805738,42.990841,182.163116
2020/10/23 20:09:39+00,-78.805721,42.990838,182.171021
2020/10/23 20:09:40+00,-78.805704,42.990835,182.176376
2020/10/23 20:09:41+00,-78.805687,42.990832,182.17955
2020/10/23 20:09:42+00,-78.80567,42.99083,182.180939
2020/10/23 20:09:43+00,-78.805653,42.990827,182.180939
2020/10/23 20:09:44+00,-78.805636,42.990825,182.179932
2020/10/23 20:09:45+00,-78.805619,42.990824,182.178268
2020/10/23 20:09:46+00,-78.805602,42.990822,182.176254
2020/10/23 20:09:47+00,-78.805586,42.990821,182.174164
2020/10/23 20:09:48+00,-78.805569,42.990821,182.172226
2020/10/23 20:09:49+00,-78.805553,42.990821,182.170578
2020/10/23 20:09:50+00,-78.805537,42.990821,182.169342
2020/10/23 20:09:51+00,-78.805521,42.990821,182.168579
2020/10/23 20:09:52+00,-78.805505,42.990822,182.168335
2020/10/23 20:09:53+00,-78.80549,42.990823,182.16864
2020/10/23 20:09:54+00,-78.805474,42.990824,182.169495
2020/10/23 20:09:55+00,-78.805459,42.990826,182.170883
2020/10/23 20:09:56+00,-78.805443,42.990827,182.17276
2020/10/23 20:09:57+00,-78.805428,42.990829,182.175018
2020/10/23 20:09:58+00,-78.805413,42.99083,182.177567
2020/10/23 20:09:59+00,-78.805397,42.990832,182.180267
2020/10/23 20:10:00+00,-78.805382,42.990833,182.182999
2020/10/23 20:10:01+00,-78.805366,42.990835,182.185638
2020/10/23 20:10:02+00,-78.805351,42.990836,182.188049
2020/10/23 20:10:03+00,-78.805335,42.990837,182.19017
2020/10/23 20:10:04+00,-78.80532,42.990838,182.19194
2020/10/23 20:10:05+00,-78.805304,42.990839,182.193329
2020/10/23 20:10:06+00,-78.805289,42.990839,182.194351
2020/10/23 20:10:07+00,-78.805273,42.99084,182.195007
2020/10/23 20:10:08+00,-78.805258,42.99084,182.195328
2020/10/23 20:10:09+00,-78.805242,42.990839,182.195358
2020/10/23 20:10:10+00,-78.805227,42.990839,182.195129
2020/10/23 20:10:11+00,-78.805211,42.990838,182.194717
2020/10/23 20:10:12+00,-78.805195,42.990838,182.194153
2020/10/23 20:10:13+00,-78.80518,42.990837,182.193466
2020/10/23 20:10:14+00,-78.805164,42.990836,182.192703
2020/10/23 20:10:15+00,-78.805148,42.990835,182.191925
2020/10/23 20:10:16+00,-78.805133,42.990835,182.191177
2020/10/23 20:10:17+00,-78.805117,42.990834,182.190521
2020/10/23 20:10:18+00,-78.805101,42.990834,182.190033
2020/10/23 20:10:19+00,-78.805085,42.990833,182.189789
2020/10/23 20:10:20+00,-78.80507,42.990833,182.189819
2020/10/23 20:10:21+00,-78.805054,42.990833,182.190079
2020/10/23 20:10:22+00,-78.805038,42.990833,182.190567
2020/10/23 20:10:23+00,-78.805022,42.990834,182.191208
2020/10/23 20:10:24+00,-78.805006,42.990834,182.191986
2020/10/23 20:10:25+00,-78.80499,42.990834,182.192841
2020/10/23 20:10:26+00,-78.804974,42.990834,182.193771
2020/10/23 20:10:27+00,-78.804957,42.990835,182.194794
2020/10/23 20:10:28+00,-78.804941,42.990835,182.195908
2020/10/23 20:10:29+00,-78.804924,42.990835,182.197113
2020/10/23 20:10:30+00,-78.804907,42.990836,182.19841
2020/10/23 20:10:31+00,-78.804891,42.990836,182.199799
2020/10/23 20:10:32+00,-78.804873,42.990836,182.201324
2020/10/23 20:10:33+00,-78.804856,42.990836,182.202957
2020/10/23 20:10:34+00,-78.804838,42.990836,182.204666
2020/10/23 20:10:35+00,-78.804821,42.990836,182.20639
2020/10/23 20:10:35+00,-78.804803,42.990836,182.208054
2020/10/23 20:10:36+00,-78.804785,42.990836,182.209564
2020/10/23 20:10:37+00,-78.804766,42.990836,182.210861
2020/10/23 20:10:38+00,-78.804748,42.990836,182.211807
2020/10/23 20:10:39+00,-78.80473,42.990835,182.212326
2020/10/23 20:10:40+00,-78.804711,42.990835,182.21228
2020/10/23 20:10:41+00,-78.804692,42.990835,182.211533
2020/10/23 20:10:42+00,-78.804674,42.990834,182.2099
2020/10/23 20:10:43+00,-78.804655,42.990834,182.207275
2020/10/23 20:10:44+00,-78.804637,42.990834,182.203461
2020/10/23 20:10:45+00,-78.804618,42.990834,182.198288
2020/10/23 20:10:46+00,-78.804599,42.990835,182.191544
2020/10/23 20:10:47+00,-78.80458,42.990835,182.183014
2020/10/23 20:10:48+00,-78.804562,42.990836,182.172424
2020/10/23 20:10:49+00,-78.804543,42.990838,182.159561
2020/10/23 20:10:50+00,-78.804525,42.990839,182.144135
2020/10/23 20:10:51+00,-78.804507,42.990842,182.1259
2020/10/23 20:10:52+00,-78.804489,42.990844,182.10463
2020/10/23 20:10:53+00,-78.804471,42.990847,182.080154
2020/10/23 20:10:54+00,-78.804454,42.990851,182.052429
2020/10/23 20:10:55+00,-78.804437,42.990855,182.021469
2020/10/23 20:10:56+00,-78.804421,42.990859,181.987442
2020/10/23 20:10:57+00,-78.804405,42.990864,181.950653
2020/10/23 20:10:58+00,-78.80439,42.990869,181.911514
2020/10/23 20:10:59+00,-78.804375,42.990874,181.870499
2020/10/23 20:11:00+00,-78.804361,42.990879,181.82814
2020/10/23 20:11:01+00,-78.804348,42.990885,181.784973
2020/10/23 20:11:02+00,-78.804335,42.990891,181.741547
2020/10/23 20:11:03+00,-78.804323,42.990897,181.698349
2020/10/23 20:11:04+00,-78.804311,42.990903,181.655853
2020/10/23 20:11:05+00,-78.8043,42.99091,181.614456
2020/10/23 20:11:06+00,-78.80429,42.990916,181.574524
2020/10/23 20:11:07+00,-78.80428,42.990923,181.536346
2020/10/23 20:11:08+00,-78.804271,42.99093,181.500137
2020/10/23 20:11:09+00,-78.804263,42.990937,181.466064
2020/10/23 20:11:10+00,-78.804255,42.990945,181.434174
2020/10/23 20:11:11+00,-78.804247,42.990952,181.404495
2020/10/23 20:11:12+00,-78.80424,42.99096,181.377045
2020/10/23 20:11:13+00,-78.804233,42.990968,181.351776
2020/10/23 20:11:14+00,-78.804227,42.990976,181.328613
2020/10/23 20:11:15+00,-78.80422,42.990985,181.30751
2020/10/23 20:11:16+00,-78.804214,42.990993,181.288361
2020/10/23 20:11:17+00,-78.804207,42.991002,181.271118
2020/10/23 20:11:18+00,-78.804201,42.991011,181.255692
2020/10/23 20:11:19+00,-78.804194,42.99102,181.24202
2020/10/23 20:11:20+00,-78.804188,42.991029,181.230057
2020/10/23 20:11:21+00,-78.804181,42.991039,181.219711
2020/10/23 20:11:22+00,-78.804174,42.991048,181.210938
2020/10/23 20:11:23+00,-78.804166,42.991058,181.203629
2020/10/23 20:11:24+00,-78.804159,42.991068,181.197739
2020/10/23 20:11:25+00,-78.804151,42.991078,181.193146
2020/10/23 20:11:26+00,-78.804142,42.991089,181.189758
2020/10/23 20:11:27+00,-78.804134,42.991099,181.187485
2020/10/23 20:11:28+00,-78.804125,42.99111,181.186157
2020/10/23 20:11:29+00,-78.804116,42.991121,181.185638
2020/10/23 20:11:30+00,-78.804106,42.991132,181.18576
2020/10/23 20:11:31+00,-78.804097,42.991144,181.186371
2020/10/23 20:11:32+00,-78.804087,42.991156,181.187302
