time,longitude,latitude,altitude (ft)
2020/10/23 19:49:45+00,-78.814729,42.994928,178.20639
2020/10/23 19:49:46+00,-78.81473,42.994939,178.205551
2020/10/23 19:49:47+00,-78.814731,42.99495,178.204269
2020/10/23 19:49:48+00,-78.814733,42.99496,178.20253
2020/10/23 19:49:49+00,-78.814734,42.99497,178.200378
2020/10/23 19:49:50+00,-78.814743,42.994977,178.212189
2020/10/23 19:49:51+00,-78.814752,42.994982,178.216812
2020/10/23 19:49:52+00,-78.814761,42.994986,178.220444
2020/10/23 19:49:53+00,-78.814771,42.99499,178.223007
2020/10/23 19:49:54+00,-78.814782,42.994994,178.22438
2020/10/23 19:49:55+00,-78.814793,42.994998,178.224564
2020/10/23 19:49:56+00,-78.814804,42.995001,178.223557
2020/10/23 19:49:57+00,-78.814816,42.995003,178.22142
2020/10/23 19:49:58+00,-78.814829,42.995006,178.218231
2020/10/23 19:49:59+00,-78.814841,42.995008,178.214249
2020/10/23 19:50:00+00,-78.814854,42.995009,178.209793
2020/10/23 19:50:01+00,-78.814867,42.99501,178.20517
2020/10/23 19:50:02+00,-78.81488,42.995011,178.200516
2020/10/23 19:50:03+00,-78.814892,42.995012,178.195938
2020/10/23 19:50:04+00,-78.814904,42.995012,178.191589
2020/10/23 19:50:05+00,-78.814915,42.995011,178.187561
2020/10/23 19:50:06+00,-78.814926,42.99501,178.183975
2020/10/23 19:50:07+00,-78.814936,42.995009,178.180923
2020/10/23 19:50:08+00,-78.814946,42.995007,178.178452
2020/10/23 19:50:09+00,-78.814954,42.995005,178.17659
2020/10/23 19:50:10+00,-78.814962,42.995002,178.175293
2020/10/23 19:50:11+00,-78.814969,42.994999,178.174515
2020/10/23 19:50:12+00,-78.814976,42.994995,178.174179
2020/10/23 19:50:13+00,-78.814981,42.994991,178.174255
2020/10/23 19:50:14+00,-78.814986,42.994986,178.174713
2020/10/23 19:50:15+00,-78.814991,42.994981,178.175568
2020/10/23 19:50:16+00,-78.814995,42.994976,178.176849
2020/10/23 19:50:17+00,-78.814998,42.99497,178.178604
2020/10/23 19:50:18+00,-78.815002,42.994963,178.180878
2020/10/23 19:50:19+00,-78.815004,42.994956,178.183716
2020/10/23 19:50:20+00,-78.815007,42.994949,178.187225
2020/10/23 19:50:21+00,-78.81501,42.994941,178.191513
2020/10/23 19:50:22+00,-78.815012,42.994932,178.196701
2020/10/23 19:50:23+00,-78.815015,42.994923,178.202942
2020/10/23 19:50:24+00,-78.815018,42.994914,178.210373
2020/10/23 19:50:25+00,-78.81502,42.994904,178.219086
2020/10/23 19:50:26+00,-78.815023,42.994893,178.229202
2020/10/23 19:50:27+00,-78.815027,42.994882,178.240768
2020/10/23 19:50:28+00,-78.81503,42.994871,178.253815
2020/10/23 19:50:29+00,-78.815034,42.994859,178.268295
2020/10/23 19:50:30+00,-78.815038,42.994847,178.284073
2020/10/23 19:50:31+00,-78.815043,42.994835,178.300964
2020/10/23 19:50:32+00,-78.815047,42.994823,178.318649
2020/10/23 19:50:33+00,-78.815052,42.994811,178.336746
2020/10/23 19:50:34+00,-78.815057,42.994798,178.354721
2020/10/23 19:50:35+00,-78.815062,42.994786,178.371994
2020/10/23 19:50:36+00,-78.815068,42.994774,178.388
2020/10/23 19:50:37+00,-78.815073,42.994762,178.402084
2020/10/23 19:50:38+00,-78.815079,42.99475,178.413589
2020/10/23 19:50:39+00,-78.815084,42.994739,178.421799
2020/10/23 19:50:40+00,-78.81509,42.994727,178.425919
2020/10/23 19:50:41+00,-78.815096,42.994716,178.425034
2020/10/23 19:50:42+00,-78.815102,42.994705,178.418121
2020/10/23 19:50:43+00,-78.815108,42.994694,178.404053
2020/10/23 19:50:44+00,-78.815114,42.994684,178.381531
2020/10/23 19:50:45+00,-78.815121,42.994673,178.349075
2020/10/23 19:50:46+00,-78.815128,42.994663,178.30513
2020/10/23 19:50:47+00,-78.815135,42.994652,178.247986
2020/10/23 19:50:48+00,-78.815142,42.994642,178.175903
2020/10/23 19:50:49+00,-78.81515,42.994632,178.087097
2020/10/23 19:50:50+00,-78.815157,42.994621,177.979797
2020/10/23 19:50:51+00,-78.815165,42.994611,177.852264
2020/10/23 19:50:52+00,-78.815173,42.994601,177.702881
2020/10/23 19:50:53+00,-78.815181,42.994591,177.530136
2020/10/23 19:50:54+00,-78.81519,42.99458,177.332687
2020/10/23 19:50:55+00,-78.815198,42.99457,177.109467
2020/10/23 19:50:56+00,-78.815207,42.994559,176.859711
2020/10/23 19:50:57+00,-78.815216,42.994548,176.582993
2020/10/23 19:50:58+00,-78.815224,42.994537,176.279388
2020/10/23 19:50:59+00,-78.815234,42.994526,175.949478
2020/10/23 19:51:00+00,-78.815243,42.994515,175.594574
2020/10/23 19:51:01+00,-78.815252,42.994504,175.216827
2020/10/23 19:51:02+00,-78.815261,42.994493,174.819016
2020/10/23 19:51:03+00,-78.81527,42.994481,174.404388
2020/10/23 19:51:04+00,-78.815279,42.99447,173.976639
2020/10/23 19:51:05+00,-78.815289,42.994459,173.539658
2020/10/23 19:51:06+00,-78.815298,42.994447,173.096954
2020/10/23 19:51:07+00,-78.815307,42.994436,172.651642
2020/10/23 19:51:08+00,-78.815315,42.994425,172.206528
2020/10/23 19:51:09+00,-78.815324,42.994414,171.764008
2020/10/23 19:51:10+00,-78.815332,42.994404,171.326157
2020/10/23 19:51:11+00,-78.81534,42.994393,170.894592
2020/10/23 19:51:12+00,-78.815348,42.994383,170.470642
2020/10/23 19:51:13+00,-78.815356,42.994373,170.055466
2020/10/23 19:51:14+00,-78.815363,42.994363,169.650055
2020/10/23 19:51:15+00,-78.81537,42.994354,169.255341
2020/10/23 19:51:16+00,-78.815377,42.994345,168.872208
2020/10/23 19:51:17+00,-78.815383,42.994336,168.501328
2020/10/23 19:51:18+00,-78.81539,42.994328,168.143173
2020/10/23 19:51:19+00,-78.815395,42.99432,167.797913
2020/10/23 19:52:37+00,-78.814994,42.99461,174.082184
2020/10/23 19:52:39+00,-78.814962,42.99464,175.064758
2020/10/23 19:52:40+00,-78.814948,42.994654,175.504547
2020/10/23 19:52:41+00,-78.814934,42.994667,175.920166
2020/10/23 19:52:42+00,-78.81492,42.99468,176.334824
2020/10/23 19:52:43+00,-78.814906,42.994693,176.754395
2020/10/23 19:52:44+00,-78.814894,42.994706,177.143097
2020/10/23 19:52:45+00,-78.81488,42.994719,177.538605
2020/10/23 19:52:46+00,-78.814868,42.994731,177.903076
2020/10/23 19:52:50+00,-78.814827,42.994775,179.058731
2020/10/23 19:52:51+00,-78.814818,42.994785,179.268539
2020/10/23 19:52:52+00,-78.814811,42.994795,179.452957
2020/10/23 19:53:30+00,-78.814908,42.994926,177.416779
2020/10/23 19:53:36+00,-78.814961,42.994914,176.56459
2020/10/23 19:53:37+00,-78.814966,42.994912,176.579239
2020/10/23 19:53:38+00,-78.814971,42.99491,176.603729
2020/10/23 19:53:39+00,-78.814975,42.994907,176.638336
2020/10/23 19:53:40+00,-78.814979,42.994905,176.683167
2020/10/23 19:53:41+00,-78.814984,42.994903,176.737854
2020/10/23 19:53:42+00,-78.814988,42.9949,176.801315
2020/10/23 19:53:43+00,-78.814991,42.994898,176.872131
2020/10/23 19:53:44+00,-78.814995,42.994895,176.948959
2020/10/23 19:53:45+00,-78.814998,42.994892,177.030518
2020/10/23 19:53:46+00,-78.815001,42.994889,177.115524
2020/10/23 19:53:47+00,-78.815004,42.994886,177.20282
2020/10/23 19:53:48+00,-78.815007,42.994883,177.29126
2020/10/23 19:53:49+00,-78.815009,42.99488,177.379807
2020/10/23 19:53:50+00,-78.815011,42.994878,177.467484
2020/10/23 19:53:51+00,-78.815013,42.994875,177.553421
2020/10/23 19:53:52+00,-78.815014,42.994873,177.636856
2020/10/23 19:53:53+00,-78.815015,42.994872,177.717102
2020/10/23 19:53:54+00,-78.815016,42.99487,177.793594
2020/10/23 19:53:55+00,-78.815016,42.994869,177.865845
2020/10/23 19:53:56+00,-78.815015,42.994869,177.933456
2020/10/23 19:53:57+00,-78.815015,42.994869,177.996155
2020/10/23 19:53:58+00,-78.815013,42.994869,178.053696
2020/10/23 19:53:59+00,-78.815011,42.99487,178.105942
2020/10/23 19:54:00+00,-78.815009,42.994872,178.152786
2020/10/23 19:54:01+00,-78.815006,42.994873,178.194153
2020/10/23 19:54:02+00,-78.815003,42.994876,178.230148
2020/10/23 19:54:03+00,-78.814999,42.994878,178.260803
2020/10/23 19:54:04+00,-78.814995,42.994882,178.286209
2020/10/23 19:54:06+00,-78.81499,42.994885,178.30658
2020/10/23 19:54:07+00,-78.814985,42.994889,178.322006
2020/10/23 19:54:08+00,-78.814979,42.994893,178.332764
2020/10/23 19:54:09+00,-78.814973,42.994897,178.339142
2020/10/23 19:54:10+00,-78.814966,42.994901,178.3414
2020/10/23 19:54:11+00,-78.814959,42.994905,178.339905
2020/10/23 19:54:12+00,-78.814951,42.994909,178.334976
2020/10/23 19:54:13+00,-78.814944,42.994913,178.326996
2020/10/23 19:54:14+00,-78.814935,42.994917,178.31636
2020/10/23 19:54:15+00,-78.814927,42.994921,178.303421
2020/10/23 19:54:16+00,-78.814918,42.994925,178.288605
2020/10/23 19:54:17+00,-78.814909,42.994928,178.272293
2020/10/23 19:54:18+00,-78.8149,42.994931,178.254837
2020/10/23 19:54:19+00,-78.814891,42.994933,178.236649
2020/10/23 19:54:20+00,-78.814882,42.994936,178.218048
2020/10/23 19:54:21+00,-78.814872,42.994937,178.199387
2020/10/23 19:54:22+00,-78.814863,42.994938,178.180984
2020/10/23 19:54:23+00,-78.814854,42.994939,178.163086
2020/10/23 19:54:24+00,-78.814845,42.994939,178.145981
2020/10/23 19:54:25+00,-78.814836,42.994939,178.129852
2020/10/23 19:54:26+00,-78.814827,42.994938,178.114883
2020/10/23 19:54:27+00,-78.814818,42.994936,178.101212
2020/10/23 19:54:28+00,-78.81481,42.994934,178.088974
2020/10/23 19:54:29+00,-78.814801,42.994931,178.078247
2020/10/23 19:54:30+00,-78.814794,42.994927,178.069122
2020/10/23 19:54:31+00,-78.814786,42.994923,178.06163
2020/10/23 19:54:32+00,-78.814778,42.994918,178.055756
2020/10/23 19:54:33+00,-78.814771,42.994913,178.051514
2020/10/23 19:54:34+00,-78.814765,42.994907,178.048828
2020/10/23 19:54:35+00,-78.814758,42.994901,178.047638
2020/10/23 19:54:36+00,-78.814752,42.994894,178.047867
2020/10/23 19:54:37+00,-78.814746,42.994886,178.049423
2020/10/23 19:54:37+00,-78.814741,42.994878,178.0522
2020/10/23 19:54:38+00,-78.814736,42.99487,178.056076
2020/10/23 19:54:39+00,-78.814731,42.994861,178.060959
2020/10/23 19:54:40+00,-78.814727,42.994852,178.066711
2020/10/23 19:54:41+00,-78.814722,42.994843,178.073212
2020/10/23 19:54:42+00,-78.814719,42.994833,178.080368
2020/10/23 19:54:43+00,-78.814715,42.994823,178.088043
2020/10/23 19:54:44+00,-78.814712,42.994812,178.09613
2020/10/23 19:54:45+00,-78.814709,42.994802,178.104523
2020/10/23 19:54:46+00,-78.814707,42.994791,178.113129
2020/10/23 19:54:47+00,-78.814704,42.99478,178.121857
2020/10/23 19:54:48+00,-78.814702,42.994769,178.130569
2020/10/23 19:54:49+00,-78.8147,42.994758,178.139206
2020/10/23 19:54:50+00,-78.814699,42.994746,178.147629
2020/10/23 19:54:51+00,-78.814697,42.994735,178.155716
2020/10/23 19:54:52+00,-78.814696,42.994723,178.163391
2020/10/23 19:54:53+00,-78.814695,42.994712,178.170517
2020/10/23 19:54:54+00,-78.814694,42.9947,178.177002
2020/10/23 19:54:55+00,-78.814693,42.994689,178.182785
2020/10/23 19:54:56+00,-78.814692,42.994677,178.187775
2020/10/23 19:54:57+00,-78.814691,42.994665,178.191895
2020/10/23 19:54:58+00,-78.814691,42.994653,178.195038
2020/10/23 19:54:59+00,-78.81469,42.994642,178.197128
2020/10/23 19:55:00+00,-78.814689,42.99463,178.198059
2020/10/23 19:55:01+00,-78.814689,42.994618,178.197845
2020/10/23 19:55:02+00,-78.814689,42.994606,178.196579
2020/10/23 19:55:03+00,-78.814689,42.994593,178.194519
2020/10/23 19:55:04+00,-78.814688,42.994581,178.192017
2020/10/23 19:55:05+00,-78.814688,42.994568,178.189453
2020/10/23 19:55:06+00,-78.814688,42.994556,178.187195
2020/10/23 19:55:07+00,-78.814687,42.994543,178.185562
2020/10/23 19:55:08+00,-78.814686,42.994531,178.184937
2020/10/23 19:55:09+00,-78.814686,42.994518,178.185745
2020/10/23 19:55:10+00,-78.814684,42.994506,178.188202
2020/10/23 19:55:11+00,-78.814683,42.994494,178.192352
2020/10/23 19:55:12+00,-78.814682,42.994482,178.197952
2020/10/23 19:55:13+00,-78.81468,42.99447,178.204575
2020/10/23 19:55:14+00,-78.814679,42.994458,178.211594
2020/10/23 19:55:15+00,-78.814678,42.994447,178.218338
2020/10/23 19:55:16+00,-78.814677,42.994435,178.224197
2020/10/23 19:55:17+00,-78.814677,42.994424,178.228714
2020/10/23 19:55:18+00,-78.814677,42.994413,178.231628
2020/10/23 19:55:19+00,-78.814678,42.994402,178.232895
2020/10/23 19:55:20+00,-78.814679,42.994391,178.232651
2020/10/23 19:55:21+00,-78.814681,42.99438,178.23111
2020/10/23 19:55:22+00,-78.814683,42.994369,178.2285
2020/10/23 19:55:23+00,-78.814685,42.994358,178.225082
2020/10/23 19:55:24+00,-78.814687,42.994347,178.221115
2020/10/23 19:55:25+00,-78.81469,42.994337,178.216858
2020/10/23 19:55:26+00,-78.814692,42.994326,178.212601
2020/10/23 19:55:27+00,-78.814695,42.994315,178.208481
2020/10/23 19:55:28+00,-78.814697,42.994304,178.204636
2020/10/23 19:55:29+00,-78.814699,42.994293,178.201172
2020/10/23 19:55:30+00,-78.814701,42.994282,178.19812
2020/10/23 19:55:31+00,-78.814702,42.994272,178.195526
2020/10/23 19:55:32+00,-78.814703,42.994261,178.193359
2020/10/23 19:55:33+00,-78.814704,42.994251,178.19165
2020/10/23 19:55:34+00,-78.814704,42.994241,178.190353
2020/10/23 19:55:35+00,-78.814704,42.994231,178.189468
2020/10/23 19:55:36+00,-78.814704,42.994221,178.188919
2020/10/23 19:55:37+00,-78.814703,42.994211,178.188705
2020/10/23 19:55:38+00,-78.814702,42.994201,178.188721
2020/10/23 19:55:39+00,-78.8147,42.994192,178.188919
2020/10/23 19:55:40+00,-78.814699,42.994182,178.18924
2020/10/23 19:55:41+00,-78.814696,42.994172,178.189621
2020/10/23 19:55:42+00,-78.814694,42.994163,178.190063
2020/10/23 19:55:43+00,-78.814692,42.994153,178.190521
2020/10/23 19:55:44+00,-78.814689,42.994143,178.191025
2020/10/23 19:55:45+00,-78.814687,42.994133,178.191544
2020/10/23 19:55:46+00,-78.814684,42.994122,178.192108
2020/10/23 19:55:47+00,-78.814682,42.994112,178.192703
2020/10/23 19:55:48+00,-78.814679,42.994101,178.193344
2020/10/23 19:55:49+00,-78.814677,42.994091,178.194031
2020/10/23 19:55:50+00,-78.814675,42.99408,178.194763
2020/10/23 19:55:51+00,-78.814673,42.994069,178.195511
2020/10/23 19:55:52+00,-78.814671,42.994058,178.196289
2020/10/23 19:55:53+00,-78.814669,42.994047,178.197067
2020/10/23 19:55:54+00,-78.814668,42.994036,178.197815
2020/10/23 19:55:55+00,-78.814667,42.994025,178.198502
2020/10/23 19:55:56+00,-78.814665,42.994015,178.199142
2020/10/23 19:55:57+00,-78.814664,42.994004,178.199677
2020/10/23 19:55:58+00,-78.814664,42.993993,178.200119
2020/10/23 19:55:59+00,-78.814663,42.993983,178.200455
2020/10/23 19:56:00+00,-78.814662,42.993972,178.200668
2020/10/23 19:56:01+00,-78.814661,42.993962,178.200745
2020/10/23 19:56:02+00,-78.814661,42.993952,178.200699
2020/10/23 19:56:03+00,-78.814661,42.993942,178.2005
2020/10/23 19:56:04+00,-78.81466,42.993932,178.20015
2020/10/23 19:56:05+00,-78.81466,42.993923,178.199646
2020/10/23 19:56:06+00,-78.81466,42.993913,178.19899
2020/10/23 19:56:07+00,-78.81466,42.993904,178.198196
2020/10/23 19:56:08+00,-78.81466,42.993894,178.197296
2020/10/23 19:56:09+00,-78.814661,42.993885,178.196274
2020/10/23 19:56:10+00,-78.814661,42.993876,178.195175
2020/10/23 19:56:11+00,-78.814662,42.993866,178.194031
2020/10/23 19:56:12+00,-78.814663,42.993857,178.192841
2020/10/23 19:56:13+00,-78.814665,42.993848,178.19162
2020/10/23 19:56:14+00,-78.814666,42.993838,178.190414
2020/10/23 19:56:15+00,-78.814668,42.993829,178.189224
2020/10/23 19:56:16+00,-78.81467,42.993819,178.188049
2020/10/23 19:56:17+00,-78.814672,42.99381,178.186935
2020/10/23 19:56:18+00,-78.814675,42.9938,178.185883
2020/10/23 19:56:19+00,-78.814677,42.99379,178.184906
2020/10/23 19:56:20+00,-78.814679,42.99378,178.184021
2020/10/23 19:56:21+00,-78.814682,42.99377,178.183258
2020/10/23 19:56:22+00,-78.814684,42.993759,178.182648
2020/10/23 19:56:23+00,-78.814686,42.993749,178.18222
2020/10/23 19:56:24+00,-78.814688,42.993739,178.182037
2020/10/23 19:56:25+00,-78.81469,42.993729,178.182129
2020/10/23 19:56:26+00,-78.814691,42.993718,178.182526
2020/10/23 19:56:27+00,-78.814692,42.993708,178.183258
2020/10/23 19:56:28+00,-78.814693,42.993697,178.184326
2020/10/23 19:56:29+00,-78.814693,42.993687,178.18576
2020/10/23 19:56:30+00,-78.814693,42.993676,178.187546
2020/10/23 19:56:31+00,-78.814692,42.993665,178.189651
2020/10/23 19:56:32+00,-78.814691,42.993654,178.192032
2020/10/23 19:56:33+00,-78.81469,42.993643,178.194611
2020/10/23 19:56:34+00,-78.814689,42.993632,178.197281
2020/10/23 19:56:35+00,-78.814687,42.993621,178.199951
2020/10/23 19:56:36+00,-78.814685,42.993609,178.202515
2020/10/23 19:56:37+00,-78.814684,42.993598,178.204849
2020/10/23 19:56:38+00,-78.814682,42.993587,178.206833
2020/10/23 19:56:39+00,-78.814681,42.993575,178.20842
2020/10/23 19:56:40+00,-78.81468,42.993563,178.209549
2020/10/23 19:56:41+00,-78.814679,42.993551,178.210251
2020/10/23 19:56:42+00,-78.814679,42.993539,178.210556
2020/10/23 19:56:43+00,-78.814678,42.993528,178.210541
2020/10/23 19:56:44+00,-78.814678,42.993516,178.210297
2020/10/23 19:56:45+00,-78.814678,42.993504,178.209915
2020/10/23 19:56:46+00,-78.814678,42.993492,178.209442
2020/10/23 19:56:47+00,-78.814679,42.99348,178.208939
2020/10/23 19:56:48+00,-78.814679,42.993468,178.208389
2020/10/23 19:56:49+00,-78.814679,42.993456,178.207825
2020/10/23 19:56:50+00,-78.81468,42.993444,178.20723
2020/10/23 19:56:51+00,-78.81468,42.993432,178.206604
2020/10/23 19:56:52+00,-78.81468,42.99342,178.205933
2020/10/23 19:56:53+00,-78.814681,42.993408,178.205185
2020/10/23 19:56:54+00,-78.814681,42.993396,178.20433
2020/10/23 19:56:55+00,-78.814681,42.993383,178.203339
2020/10/23 19:56:56+00,-78.81468,42.993371,178.202179
2020/10/23 19:56:57+00,-78.81468,42.993358,178.200851
2020/10/23 19:56:58+00,-78.81468,42.993345,178.19931
2020/10/23 19:56:59+00,-78.814679,42.993332,178.197571
2020/10/23 19:57:00+00,-78.814679,42.993319,178.195587
2020/10/23 19:57:01+00,-78.814678,42.993306,178.19339
2020/10/23 19:57:02+00,-78.814677,42.993292,178.190964
2020/10/23 19:57:03+00,-78.814676,42.993279,178.188354
2020/10/23 19:57:04+00,-78.814675,42.993265,178.185577
2020/10/23 19:57:05+00,-78.814674,42.993251,178.182693
2020/10/23 19:57:06+00,-78.814673,42.993238,178.17981
2020/10/23 19:57:07+00,-78.814672,42.993224,178.176987
2020/10/23 19:57:08+00,-78.814671,42.993211,178.174377
2020/10/23 19:57:09+00,-78.81467,42.993197,178.172165
2020/10/23 19:57:10+00,-78.814669,42.993184,178.170547
2020/10/23 19:57:11+00,-78.814668,42.993171,178.1698
2020/10/23 19:57:12+00,-78.814667,42.993158,178.170197
2020/10/23 19:57:13+00,-78.814666,42.993145,178.172028
2020/10/23 19:57:14+00,-78.814665,42.993132,178.175613
2020/10/23 19:57:15+00,-78.814663,42.99312,178.18129
2020/10/23 19:57:16+00,-78.814662,42.993108,178.189438
2020/10/23 19:57:17+00,-78.814661,42.993096,178.200363
2020/10/23 19:57:18+00,-78.81466,42.993084,178.214371
2020/10/23 19:57:19+00,-78.814659,42.993072,178.231766
2020/10/23 19:57:20+00,-78.814658,42.99306,178.252792
2020/10/23 19:57:21+00,-78.814657,42.993049,178.277679
2020/10/23 19:57:22+00,-78.814657,42.993037,178.30661
2020/10/23 19:57:23+00,-78.814657,42.993025,178.339691
2020/10/23 19:57:24+00,-78.814657,42.993013,178.376892
2020/10/23 19:57:25+00,-78.814658,42.993002,178.418137
2020/10/23 19:57:26+00,-78.814659,42.99299,178.463196
2020/10/23 19:57:27+00,-78.81466,42.992978,178.511826
2020/10/23 19:57:28+00,-78.814662,42.992966,178.563629
2020/10/23 19:57:29+00,-78.814664,42.992954,178.618149
2020/10/23 19:57:30+00,-78.814666,42.992943,178.67485
2020/10/23 19:57:31+00,-78.814669,42.992931,178.733078
2020/10/23 19:57:32+00,-78.814671,42.992919,178.792038
2020/10/23 19:57:33+00,-78.814674,42.992907,178.850769
2020/10/23 19:57:34+00,-78.814677,42.992896,178.908142
2020/10/23 19:57:35+00,-78.814679,42.992884,178.962753
2020/10/23 19:57:36+00,-78.814682,42.992873,179.01297
2020/10/23 19:57:37+00,-78.814684,42.992861,179.056793
2020/10/23 19:57:38+00,-78.814686,42.99285,179.091995
2020/10/23 19:57:39+00,-78.814688,42.992839,179.115997
2020/10/23 19:57:40+00,-78.81469,42.992827,179.126022
2020/10/23 19:57:41+00,-78.814692,42.992816,179.119019
2020/10/23 19:57:42+00,-78.814693,42.992805,179.091766
2020/10/23 19:57:43+00,-78.814694,42.992793,179.040924
2020/10/23 19:57:44+00,-78.814695,42.992782,178.96312
2020/10/23 19:57:45+00,-78.814696,42.992771,178.855194
